archetype_key,archetype_label_ja,catalog_rg_low_in,catalog_total_diff_in,catalog_intermediate_diff_in,drill_angle_deg,pin_pap_in,val_angle_deg,pap_rg_in,rg_low_in,rg_mid_in,rg_high_in,total_diff_in,int_diff_in,performance_diff_in,effective_flare_diff_in,flare_utilization_pct,removed_mass_oz
symmetric_high,対称・高RG差,2.48,0.055,0,50,2,20,2.4788361907127126,2.470314563089079,2.527188642633815,2.534732877783905,0.06441831469482606,0.007544235150090284,0.06485857500840965,0.040417709223998455,62.31667781593697,2.4119385087480647
symmetric_high,対称・高RG差,2.48,0.055,0,50,2,40,2.4788354933044903,2.4721205100025716,2.5275410188322116,2.5326199840736567,0.060499474071085135,0.0050789652414451325,0.060712290772146876,0.03605164154810119,59.381125451851155,2.4119385087480647
symmetric_high,対称・高RG差,2.48,0.055,0,50,2,70,2.478835881750945,2.4738540331461802,2.528508364159834,2.5299603033103284,0.05610627016414815,0.0014519391504945744,0.056125053933418365,0.03172113747166982,56.51867615005034,2.4119385087480647
symmetric_high,対称・高RG差,2.48,0.055,0,50,3,20,2.490707315400748,2.4725337000998566,2.5251322329562607,2.5346186828914874,0.06208498279163077,0.009486449935226737,0.06280555565083915,0.05020063157601585,79.93024033590429,2.4119385087480647
symmetric_high,対称・高RG差,2.48,0.055,0,50,3,40,2.4907068435066337,2.47532676158255,2.525201007100365,2.531822440833268,0.0564956792507183,0.006621433732902915,0.05688238003704896,0.04593850763036812,80.76052303094066,2.4119385087480647
symmetric_high,対称・高RG差,2.48,0.055,0,50,3,70,2.4907076769376233,2.4781340776649925,2.5256790327560954,2.5285972977934366,0.050463220128444064,0.002918265037341161,0.05054753066728354,0.04183307785905443,82.75988422542376,2.4119385087480647
symmetric_high,対称・高RG差,2.48,0.055,0,50,3.5,20,2.4971807115311573,2.4735737523151546,2.5239801363191585,2.534751400149054,0.06117764783389923,0.01077126382989535,0.06211863423306896,0.0509195088059546,81.97139141035318,2.4119385087480647
symmetric_high,対称・高RG差,2.48,0.055,0,50,3.5,40,2.497180122233383,2.476788900022969,2.523799710732954,2.5317897609786586,0.05500086095568957,0.007990050245704428,0.05557819364459391,0.04666285428086457,83.95892565213563,2.4119385087480647
symmetric_high,対称・高RG差,2.48,0.055,0,50,3.5,70,2.4971805589376146,2.4800947199582493,2.523734147925613,2.5286169548486166,0.04852223489036733,0.004882806923003802,0.04876729521106655,0.04256838767404038,87.28880182877258,2.4119385087480647
symmetric_high,対称・高RG差,2.48,0.055,0,50,4,20,2.503550518272305,2.474480277491894,2.522880464359853,2.534961339502568,0.060481062010673714,0.012080875142714831,0.06167581702866062,0.048733447771640216,79.01548794885666,2.4119385087480647
symmetric_high,対称・高RG差,2.48,0.055,0,50,4,40,2.503550254225848,2.478015545255396,2.522497856850425,2.531886814736535,0.05387126948113918,0.009388957886110383,0.054683326578552925,0.04445531850149414,81.2959292767857,2.4119385087480647
symmetric_high,対称・高RG差,2.48,0.055,0,50,4,70,2.5035501617732185,2.4817277814148997,2.522103931434296,2.5286411996906537,0.046913418275754015,0.006537268256357809,0.04736670445124332,0.04031903831379974,85.12105450633986,2.4119385087480647
symmetric_high,対称・高RG差,2.48,0.055,0,50,5,20,2.5146395290795374,2.4756383273468585,2.521168759499714,2.5355335600688846,0.059895232722026126,0.014364800569170555,0.06159372044468261,0.036429104181920975,59.14418534700789,2.4119385087480647
symmetric_high,対称・高RG差,2.48,0.055,0,50,5,40,2.5146393914686627,2.479346255866067,2.520750009826904,2.532324800424986,0.052978544558918816,0.011574790598082085,0.05422823951568773,0.03201029208850179,59.02882404884545,2.4119385087480647
symmetric_high,対称・高RG差,2.48,0.055,0,50,5,70,2.5146397072722477,2.483305257518389,2.5204744637241063,2.5287172383743464,0.045411980855957434,0.008242774650240037,0.04615399591797534,0.02754452483364951,59.679610152502306,2.4119385087480647
symmetric_high,対称・高RG差,2.48,0.055,0,50,6,20,2.521652217427049,2.4756318044309626,2.520469445417259,2.536235089320542,0.060603284889579445,0.015765643903283166,0.06262039338021327,0.017665981083192756,28.211226614195677,2.4119385087480647
symmetric_high,対称・高RG差,2.48,0.055,0,50,6,40,2.5216521821973727,2.4787769961781527,2.5205937822582127,2.5330375329139283,0.05426053673577558,0.012443750655715569,0.055669136666882786,0.013037473901435618,23.41957264300728,2.4119385087480647
symmetric_high,対称・高RG差,2.48,0.055,0,50,6,70,2.521651374667577,2.4820481193593533,2.521570123875961,2.528859178625227,0.04681105926587348,0.0072890547492656665,0.04737515792829519,0.0067017727968985,14.146175105193294,2.4119385087480647
symmetric_high,対称・高RG差,2.48,0.055,0,90,1,20,2.47049142790034,2.468295216095353,2.5283434813452192,2.5355484190012514,0.06725320290589831,0.00720493765603214,0.06763803979809911,0.02241509364483579,33.1397741740377,2.4119385087480647
symmetric_high,対称・高RG差,2.48,0.055,0,90,1,40,2.4704924277528963,2.469119900072012,2.5284413934577143,2.534647572110768,0.06552767203875609,0.00620617865305384,0.06582091199833376,0.0177642417939914,26.988750618406954,2.4119385087480647
symmetric_high,対称・高RG差,2.48,0.055,0,90,1,70,2.4704919156052125,2.4698805845554546,2.5284963067927895,2.5338516170361927,0.0639710324807381,0.0053553102434031885,0.064194799979864,0.012290900358907631,19.146255401937413,2.4119385087480647
symmetric_high,対称・高RG差,2.48,0.055,0,90,2,20,2.4788363346082423,2.4703146677751766,2.52719025535764,2.5347311928754683,0.06441652510029172,0.007540937517828361,0.06485641405939975,0.040418410753663925,62.31983580937129,2.4119385087480647
symmetric_high,対称・高RG差,2.48,0.055,0,90,2,40,2.478836927079646,2.4721211175517133,2.5275394849442954,2.532620873948946,0.06049975639723293,0.005081389004650827,0.060712774918802,0.03605272361745751,59.382434200503695,2.4119385087480647
symmetric_high,対称・高RG差,2.48,0.055,0,90,2,70,2.4788353493851605,2.4738532465249383,2.528509644748032,2.5299598181814766,0.05610657165653832,0.001450173433444668,0.05612530967431126,0.03172209637233382,56.520127116293004,2.4119385087480647
symmetric_high,対称・高RG差,2.48,0.055,0,90,3,20,2.4907072654599522,2.472533147630318,2.525130816749898,2.5346206004045793,0.0620874527742612,0.00948978365468145,0.062808500904008,0.050200291991424714,79.92595153345124,2.4119385087480647
symmetric_high,対称・高RG差,2.48,0.055,0,90,3,40,2.4907072220247644,2.475326634980633,2.525199769451513,2.5318237576245894,0.056497122643956565,0.006623988173076523,0.05688411101848501,0.04593811117750524,80.75736854282074,2.4119385087480647
symmetric_high,対称・高RG差,2.48,0.055,0,90,3,70,2.490707535417593,2.4781339263641553,2.5256791048306795,2.528597375066248,0.05046344870209252,0.002918270235568343,0.050547759159793884,0.04183320904669993,82.75976965557442,2.4119385087480647
symmetric_high,対称・高RG差,2.48,0.055,0,90,3.5,20,2.497180444665817,2.473573748498652,2.5239796427717933,2.5347518901055586,0.0611781416069066,0.01077224733376525,0.06211929107044389,0.05091885002252134,81.96946414726283,2.4119385087480647
symmetric_high,対称・高RG差,2.48,0.055,0,90,3.5,40,2.4971802777944156,2.476789212860722,2.523800684053177,2.5317885176800643,0.05499930481934223,0.007987833626887486,0.05557633504165021,0.04666369970075178,83.96325462227927,2.4119385087480647
symmetric_high,対称・高RG差,2.48,0.055,0,90,3.5,70,2.497180368781119,2.4800946608871786,2.523734306688882,2.528616850320895,0.048522189433716445,0.0048825436320130144,0.04876722362160855,0.04256841804278827,87.28899224012085,2.4119385087480647
symmetric_high,対称・高RG差,2.48,0.055,0,90,4,20,2.5035494257828774,2.474483143908193,2.522881605163478,2.53495748645063,0.060474342542436776,0.01207588128715198,0.06166824964924305,0.04873205598566208,79.02292713485545,2.4119385087480647
symmetric_high,対称・高RG差,2.48,0.055,0,90,4,40,2.503550017425324,2.4780165401714798,2.5224989945754603,2.5318847790814982,0.05386823891001846,0.009385784506037886,0.05467979621451243,0.04445653464647777,81.30340221472639,2.4119385087480647
symmetric_high,対称・高RG差,2.48,0.055,0,90,4,70,2.503550529178642,2.481727766790284,2.522103724726172,2.5286414281552223,0.04691366136493835,0.006537703429050357,0.04736700527572253,0.040319022657436046,85.12048085526983,2.4119385087480647
symmetric_high,対称・高RG差,2.48,0.055,0,90,5,20,2.5146394405262673,2.4756398927961625,2.521169072337502,2.5355317535789683,0.05989186078280584,0.014362681241466113,0.06158994723549419,0.036429210708875136,59.1479816821162,2.4119385087480647
symmetric_high,対称・高RG差,2.48,0.055,0,90,5,40,2.5146389958736273,2.479347988720207,2.5207502155842945,2.5323229666353395,0.052974977915132726,0.01157275105104505,0.05422431974675446,0.03201105189726075,59.034492358342106,2.4119385087480647
symmetric_high,対称・高RG差,2.48,0.055,0,90,5,70,2.5146392754317417,2.4833033767203982,2.520474468041984,2.5287191344326017,0.04541575771220341,0.008244666390617716,0.046158049920530055,0.027546264876824773,59.67813831877854,2.4119385087480647
symmetric_high,対称・高RG差,2.48,0.055,0,90,6,20,2.52165158013318,2.4756336941926,2.5204694134958965,2.5362333083252864,0.06059961413268633,0.01576389482938989,0.06261640051314465,0.017664172595421385,28.210137361238548,2.4119385087480647
