drill_angle_deg,pin_pap_in,val_angle_deg,angle_sum_deg,source_timing_guide_pct,mass_after_lb,removed_mass_oz,com_shift_in,pap_rg_in,pap_inertia_lb_in2,rg_low_in,rg_mid_in,rg_high_in,total_diff_in,int_diff_in,performance_diff_in,effective_flare_diff_in,flare_utilization_pct,pap_to_pin_deg,pap_to_psa_deg
20,1.5,40,60,76.92307692307693,14.849253843203247,2.4119385087480647,0.030816866343111933,2.4734698844903606,90.84852602475932,2.4700505792428458,2.512162099598174,2.5257549958549337,0.055704416612087915,0.013592896256759524,0.05733889481617241,0.0262696701460974,45.814747965264324,19.998526880657007,71.25413642646889
20,1.5,50,70,69.23076923076923,14.849253843203247,2.4119385087480647,0.03081495817473264,2.473468918785151,90.848455085648,2.4706359962001194,2.510691134600367,2.5266449322943565,0.05600893609423707,0.015953797693989635,0.058236797501829383,0.024091882363526315,41.36883104324121,19.998526880657007,71.25413642646889
20,1.5,60,80,61.53846153846154,14.849253843203247,2.4119385087480647,0.03081631579832966,2.473469222904635,90.84847742576054,2.4711335780865302,2.5092946362775472,2.5275454324753954,0.0564118543888652,0.018250796197848196,0.059290714934515,0.022166261015913593,37.385720581031336,19.998526880657007,71.25413642646889
20,1.5,70,90,53.84615384615385,14.849253843203247,2.4119385087480647,0.030817432182190997,2.4734698759813503,90.84852539970136,2.471504012253147,2.508134126449057,2.528334951933707,0.05683093968056019,0.020200825484649965,0.06031441830306211,0.020627480455824947,34.19991609995799,19.998526880657007,71.25413642646889
20,2,20,40,92.3076923076923,14.849253843203247,2.4119385087480647,0.03081429982565794,2.477775589777965,91.16509138444715,2.46975969533218,2.513577685540848,2.5246308958301853,0.0548712004980052,0.011053210289337478,0.05597340530816937,0.03859448277182897,68.95146464529302,26.664702507542682,65.05775405126572
20,2,30,50,84.61538461538461,14.849253843203247,2.4119385087480647,0.03081775733130908,2.4777766926986167,91.16517254424612,2.4706552549251533,2.5130087046727194,2.524320964037657,0.0536657091125039,0.011312259364937738,0.05484501387079327,0.03625353685609868,66.10179175358884,26.664702507542682,65.05775405126572
20,2,40,60,76.92307692307693,14.849253843203247,2.4119385087480647,0.03081266275006508,2.477775404562403,91.16507775513134,2.471531372074153,2.5118667644581447,2.524599994129036,0.05306862205488283,0.012733229670891077,0.05457484571353049,0.03398696671466042,62.275882359909616,26.664702507542682,65.05775405126572
20,2,50,70,69.23076923076923,14.849253843203247,2.4119385087480647,0.0308142955391384,2.4777756447444634,91.16509542922499,2.4723398161168837,2.51046704530886,2.5252005747477146,0.05286075863083095,0.014733529438854642,0.05487564753834404,0.0318940038373177,58.12050566698451,26.664702507542682,65.05775405126572
20,2,60,80,61.53846153846154,14.849253843203247,2.4119385087480647,0.030815637234937812,2.477775998891214,91.1651214895543,2.473025692996349,2.5090791334569755,2.525908263001318,0.052882570004968876,0.016829129544342347,0.05549581796451594,0.030080488294732064,54.203162324709844,26.664702507542682,65.05775405126572
20,2,70,90,53.84615384615385,14.849253843203247,2.4119385087480647,0.030817021507715342,2.477776739342613,91.16517597660385,2.4735298638462955,2.5079092733663577,2.5265762699468115,0.05304640610051603,0.018666996580453787,0.05623502433106558,0.028658985440203837,50.96287550527816,26.664702507542682,65.05775405126572
